model,task,value
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.55
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.55
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.55
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.55
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.55
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.55
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.55
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.55
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.6
qwen2,dynamics,0.5
qwen2,dynamics,0.6
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.05
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.05
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.05
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.05
qwen2,conjunction_fallacy,0.15
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.05
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.05
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.15
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.02
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.02
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.15
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.15
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.05
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.02
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.05
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.05
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.05
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.05
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.05
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.15
qwen2,conjunction_fallacy,0.05
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.05
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.05
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.05
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.15
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.15
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.15
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.02
qwen2,conjunction_fallacy,0.15
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.05
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.05
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.05
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.15
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.15
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.05
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.02
qwen2,conjunction_fallacy,0.02
qwen2,conjunction_fallacy,0.05
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.15
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.05
qwen2,conjunction_fallacy,0.05
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.15
qwen2,conjunction_fallacy,0.05
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.05
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.15
qwen2,conjunction_fallacy,0.05
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.05
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.05
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.05
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.15
qwen2,conjunction_fallacy,0.05
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.001
qwen2,conjunction_fallacy,0.15
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.05
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.05
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.05
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.05
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.05
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.05
qwen2,conjunction_fallacy,0.15
qwen2,conjunction_fallacy,0.15
qwen2,conjunction_fallacy,0.001
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.05
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.15
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.05
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.05
qwen2,conjunction_fallacy,0.05
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.15
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.02
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.05
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.05
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.005
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.05
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.05
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.05
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.05
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.1
qwen2,conjunction_fallacy,0.01
qwen2,conjunction_fallacy,0.1
